"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/würzburg/university_library_würzburg/m._p._th._f._49/31r-33v","M. p. th. f. 49","University Library Würzburg"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._275/_69r-145v","ms. 275","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_damianus_a.1/111v-135v","Cotton Damianus A.1","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/400/46r-84r","400","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/aberystwyth/aberystwyth,_national_library_of_wales/3024c/66v-98v","3024C","Aberystwyth, National Library of Wales"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_vitellius_c._x/1r-11v","Cotton Vitellius C. X","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/épernay/category:bibliothèque_municipale_d'épernay/19/77r-82v","19","Category:Bibliothèque municipale d'Épernay"
"https://imagoarchive.it/ontology/resources/manuscript/londra/college_of_arms/arundel_ms_xi/1r-15v","Arundel MS XI","College of Arms"
"https://imagoarchive.it/ontology/resources/manuscript/amburgo/biblioteca_statale_e_universitaria_di_amburgo/hist._31b/37r-56r","hist. 31b","Biblioteca statale e universitaria di Amburgo"
"https://imagoarchive.it/ontology/resources/manuscript/napoli/biblioteca_nazionale_vittorio_emanuele_iii/viii.d.68/105r-108v","VIII.D.68","biblioteca nazionale Vittorio Emanuele III"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_14747/128r-138r","clm 14747","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/padova/biblioteca_civica_di_padova/b.p._1203/128-134","B.P. 1203","Biblioteca Civica di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/padova/archivio_di_stato_di_padova/corporazioni_religiose._soppressioni_napoleoniche._monasteri_padova,_s._antonio_226,_i/1r-17r","Corporazioni religiose. Soppressioni napoleoniche. Monasteri Padova, S. Antonio 226, I","Archivio di Stato di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/382/48v-54r","382","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/düsseldorf/university_and_state_library_düsseldorf/b_73/155r-157v","B 73","University and State Library Düsseldorf"
"https://imagoarchive.it/ontology/resources/manuscript/düsseldorf/university_and_state_library_düsseldorf/b_22/88v-91r","B 22","University and State Library Düsseldorf"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_10056/163va-166ra","Clm 10056","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_22016/107r-110v","clm 22016","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/jesus_college/68/40v-45r","68","Jesus College"
"https://imagoarchive.it/ontology/resources/manuscript/montecassino/abbazia_di_montecassino/557/621r-623v","557","abbazia di Montecassino"
"https://imagoarchive.it/ontology/resources/manuscript/sciaffusa/schaffhausen_city_library/min._13/51rb-52vb","Min. 13","Schaffhausen City Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._1827/280r-282v_","lat. 1827","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/160/46v-53r","160","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/montecassino/abbazia_di_montecassino/38/128-140","38","abbazia di Montecassino"
"https://imagoarchive.it/ontology/resources/manuscript/heiligenkreuz/heiligenkreuz,_bibliothek_des_zisterzienserstifts/78/105v-108v","78","Heiligenkreuz, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/augusta/augsburg_state_and_municipal_library/4°_149/113r-114v","4° 149","Augsburg State and Municipal Library"
"https://imagoarchive.it/ontology/resources/manuscript/trento/biblioteca_comunale_di_trento/w3103/36r-50v","W3103","Biblioteca comunale di Trento"
"https://imagoarchive.it/ontology/resources/manuscript/kassel/landeskirchliches_archiv_kassel/2°_ms._hist._5/8r-91r","2° Ms. hist. 5","Landeskirchliches Archiv Kassel"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._43706/16r-63v","Add. 43706","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/bergamo/biblioteca_mons._g._m._radini_tedeschi/227/all","227","Biblioteca mons. G. M. Radini Tedeschi"
"https://imagoarchive.it/ontology/resources/manuscript/dublino/trinity_college/347_(c.5.8.)/3r-4v","347 (C.5.8.)","Trinity College"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/edili_176/100ra-122ra","Edili 176","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/montecassino/abbazia_di_montecassino/361/67-80","361","abbazia di Montecassino"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._15077/1r-34r","lat. 15077","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._14359/44r-79r","lat. 14359","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._17802/all","lat. 17802","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_903/153r-173r","Clm 903","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/bologna/biblioteca_universitaria_di_bologna/2539_(lat._1308)/1r-23v","2539 (lat. 1308)","Biblioteca universitaria di Bologna"
"https://imagoarchive.it/ontology/resources/manuscript/bergamo/biblioteca_civica_angelo_mai_e_archivi_storici_comunali/ma_280_(delta_iv_50)/1r-40v","MA 280 (Delta IV 50)","Biblioteca Civica Angelo Mai e Archivi storici comunali"
"https://imagoarchive.it/ontology/resources/manuscript/bologna/archivio_storico_della_provincia_di_cristo_re_dei_frati_minori_dell'emilia_romagna/ms._14/264-306","Ms. 14","Archivio storico della Provincia di Cristo Re dei Frati Minori dell'Emilia Romagna"
"https://imagoarchive.it/ontology/resources/manuscript/bologna/biblioteca_universitaria_di_bologna/2926_(lat._1589)/1r-91r","2926 (lat. 1589)","Biblioteca universitaria di Bologna"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5879/7r-10r","Lat. 5879","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/amburgo/biblioteca_statale_e_universitaria_di_amburgo/cod._geogr._54/1r-1039r","Cod. geogr. 54","Biblioteca statale e universitaria di Amburgo"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/strozzi_94/1r-106v","Strozzi 94","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/assisi/assisi,_biblioteca_comunale_/343/1r-24r","343","Assisi, Biblioteca comunale "
"https://imagoarchive.it/ontology/resources/manuscript/lipsia/leipzig_university_library/ms._214/45r-56v","ms. 214","Leipzig University Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_vespasianus_e_vi/18r-22r","Cotton Vespasianus E VI","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/montpellier/bibliothèque_interuniversitaire_de_montpellier/section_de_médecine_h_142/174r-181v","Section de Médecine H 142","Bibliothèque interuniversitaire de Montpellier"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/voss._lat._q._50/70r-76v","Voss. lat. Q. 50","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/erfurt/wissenschaftliche_allgemein-bibliothek_der_stadt_erfurt/erford._2°_132_(olim_stadtarchiv_i_184)/1r-52v","Erford. 2° 132 (olim Stadtarchiv I 184)","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/ottobon._944/61v-91r","Ottobon. 944","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.b.viii/74v-100v","Royal 13.B.VIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/worcester_college/285/248r-252r","285","Worcester College"
"https://imagoarchive.it/ontology/resources/manuscript/rouen/bibliothèque_jacques_villon/a._506_(666)/90v-91r","A. 506 (666)","Bibliothèque Jacques Villon"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/l_29_suss./270r-271v","L 29 suss.","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_2827/1r-301r","Clm 2827","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_del_museo_correr/cicogna_2408_(2389)/37r-46v","Cicogna 2408 (2389)","Biblioteca del Museo Correr"
"https://imagoarchive.it/ontology/resources/manuscript/basilea/public_library_of_the_university_of_basel,_collections/n_i_2_nr._12-13/n_i_2:12","N I 2 Nr. 12-13","public library of the University of Basel, Collections"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothèque_municipale_de_reims/1414/54r-63r","1414","Bibliothèque municipale de Reims"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/132/1v-37v","132","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/melk/melk,_benediktinerstift/cod._46_(959,_h_17)/130r-130v","Cod. 46 (959, H 17)","Melk, Benediktinerstift"
"https://imagoarchive.it/ontology/resources/manuscript/copenaghen/copenaghen,_kongelige_bibliotek/acc._2011/5/291r-315r","Acc. 2011/5","Copenaghen, Kongelige Bibliotek"
"https://imagoarchive.it/ontology/resources/manuscript/chicago/chicago,_il,_the_newberry_library_case/ms_102_(52-15)/25r-28v","MS 102 (52-15)","Chicago, IL, The Newberry Library Case"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/o_80_sup._/73r-78v","O 80 sup. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/chig._m._vii._149/3r-8r","Chig. M. VII. 149","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/bruges/city_archives_of_bruges/162_(145)/81v-85v","162 (145)","City Archives of Bruges"
"https://imagoarchive.it/ontology/resources/manuscript/bonn/universitats-_und_landesbibliothek_bonn/s_448/3r-43r","S 448","Universitats- und Landesbibliothek Bonn"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_27318/252r-255r","Clm 27318","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._16331/163v-170v","lat. 16331","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_5373/53v-59v","Harley 5373","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_629/1-19r","clm 629","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._1921/1-","Reg. lat. 1921","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/369/48r-52r","369","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/saint-omer/saint-omer,_bibliothèque_de_l'agglomération_du_pays_de_saint-omer/737/1r-18r","737","Saint-Omer, Bibliothèque de l'Agglomération du Pays de Saint-Omer"
"https://imagoarchive.it/ontology/resources/manuscript/erfurt/wissenschaftliche_allgemein-bibliothek_der_stadt_erfurt/amplon._4°_393/_64r-79r","Amplon. 4° 393","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_nazionale_centrale_di_roma/sess._286_(2020)/100r-113v","Sess. 286 (2020)","Biblioteca Nazionale Centrale di Roma"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/_laud_miscellaneous,_721/340-393"," Laud miscellaneous, 721","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/2477/67v-82r","2477","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._370_(9.6)/85v-95v","Ms. 370 (9.6)","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._3842/22r-85v","Vat. Lat. 3842","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/nouv._acq._lat._905/1r-346r_","Nouv. Acq. lat. 905","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/b.p.l._104/144v-164r","B.P.L. 104","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/uppsala/uppsala_university_library/c_43/58r","C 43","Uppsala University Library"
"https://imagoarchive.it/ontology/resources/manuscript/ulm/stadtarchiv_neu-ulm/h_schad_67_(hs._13895)/1r-484r","H Schad 67 (Hs. 13895)","Stadtarchiv Neu-Ulm"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/pal._lat.1598/120v-146v","Pal. lat.1598","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/ross._669/all","Ross. 669","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/lucca/biblioteca_capitolare_feliniana/583/all","583","Biblioteca Capitolare Feliniana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_5422/ff._2-","Clm 5422","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/dupuy_686_/60v-76v","Dupuy 686 ","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/lat._2432/28r-35r","lat. 2432","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._22_(l._4)/161r-161v","Ms. 22 (L. 4)","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/90._sup._99_/1r-238r","90. sup. 99 ","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_175/all","Harley 175","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/275/149v-162v","275","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_damianus_a.1/56r-111r","Cotton Damianus A.1","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothèque_municipale_de_reims/34-36_(t._iii)/221r-226v","34-36 (t. III)","Bibliothèque municipale de Reims"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/bpl_66/28v-35v","Bpl 66","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._636_(part._2)/72r78r","vat. lat. 636 (part. 2)","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/dresda/sächsische_landesbibliothek_staats-_und_universitätsbibliothek_dresden_zweigbibliothek_medizin/a_71/8r-264r","A 71","Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden Zweigbibliothek Medizin"
"https://imagoarchive.it/ontology/resources/manuscript/barcellona/archivio_generale_della_corona_di_aragona/ripoll_151/1v-2r","Ripoll 151","Archivio Generale della Corona di Aragona"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5692/1r-60v","lat. 5692","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/trotti_276/6r-37v,_40r-63r","Trotti 276","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/treviso/biblioteca_capitolare_di_treviso/ii,_224_(39)*/10r-116v","II, 224 (39)*","Biblioteca capitolare di Treviso"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/ott._lat._1897/1r-73v","Ott. lat. 1897","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/res._36/48r-63r","Res. 36","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_di_stato_di_berlino/hamilton_637/43-52","Hamilton 637","Biblioteca di Stato di Berlino"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._2942/1ra-74va","Vat. lat. 2942","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._407_(g._6)/37r-67r","Ms. 407 (G. 6)","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._3123/126r-131v","lat. 3123","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_knihovna_metropolitní_kapituly_/h_ix_(1063)/173r-185r","H IX (1063)","Praga, Knihovna Metropolitní Kapituly "
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_ms_5387/1r-84r","Harley MS 5387","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5129/70r-71v","lat. 5129","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/groninga/university_of_groningen_library/kroniek_van__het_klooster_bloemhof/7r-9v","Kroniek van  het klooster Bloemhof","University of Groningen Library"
"https://imagoarchive.it/ontology/resources/manuscript/vyšší_brod/vyssi_brod,_biblioteca_del_monastero/18/141r-162v","18","Vyssi Brod, Biblioteca del monastero"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/5363/61r-115v","5363","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2028/75","lat. 2028","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/padova/biblioteca_universitaria_di_padova/625/1r-116r","625","biblioteca universitaria di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/10147-10158/21r-22r","10147-10158","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/bron/brno,_moravská_zemská_knihovna_(olim_státní_vedecká_knihovna_-_universitní_knihovna)/mikulovská_dietrichsteinská_knihovna_mk_29_(ii._162)/28r-82v","Mikulovská dietrichsteinská knihovna Mk 29 (II. 162)","Brno, Moravská Zemská Knihovna (olim Státní Vedecká Knihovna - Universitní Knihovna)"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/c._133_inf._(olim_o_246)/all","C. 133 inf. (olim O 246)","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_di_stato_di_berlino/theol._lat._qu._308/1r-85v","theol. lat. qu. 308","Biblioteca di Stato di Berlino"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.a.xiv/198r-213r_","Royal 13.A.XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/52.29/293r-368v","52.29","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_13002/4v","Clm 13002","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/gonville_and_caius_college/162/83/87r-105v","162/83","Gonville and Caius College"
"https://imagoarchive.it/ontology/resources/manuscript/siviglia/archivo_catedralicio_y_biblioteca_capitular_y_colombina/7.5.8./44r-54v","7.5.8.","Archivo catedralicio y Biblioteca Capitular y Colombina"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/ii.iv.277_(magl._xxii.20;_strozzi_362)/75r-86v","II.IV.277 (Magl. XXII.20; Strozzi 362)","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_titus_d._iii/73","Cotton Titus D. III","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/r_104_sup._/245-251","R 104 sup. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/troyes/médiathèque_du_grand_troyes_(olim_bibliothèque_municipale)/ms._544/100v-105v","ms. 544","Médiathèque du Grand Troyes (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/theol._lat._4°_141/25r-48r","theol. lat. 4° 141","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/stoccarda/__stuttgart,_württembergische_landesbibliothek/theol._et_phil._4°_541/18r-36r","Theol. et phil. 4° 541","  Stuttgart, Württembergische Landesbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13_e_ix/40r-71v","Royal 13 E IX","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/ravenna/biblioteca_comunale_classense/145/1r-82r","145","Biblioteca comunale Classense"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/weiss._41_(4125)/236v-254v","Weiss. 41 (4125)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/phillipps_1789_(rose_151/87r-116v","Phillipps 1789 (Rose 151","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_de_l'arsenal/1100/33v-45r","1100","Bibliothèque de l'Arsenal"
"https://imagoarchive.it/ontology/resources/manuscript/hannover/gottfried_wilhelm_leibniz_library/vi._624/all","VI. 624","Gottfried Wilhelm Leibniz Library"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/rawl._c._277/all","Rawl. C. 277","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/como/biblioteca_comunale_paolo_borsellino/ms.1.4.38/5r-131v","ms.1.4.38","Biblioteca comunale Paolo Borsellino"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/strozzi_7/161v.164r","Strozzi 7","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/colmar/__colmar,_bibliothèque_des_dominicains_(olim_bibliothèque_municipale)/77_(22)/191v-12r","77 (22)","  Colmar, Bibliothèque des Dominicains (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/zwettl/zwettl,_bibliothek_des_zisterzienserstifts/15_/1r-v,_33v-35r,_42v-44v,_116r-117r","15 ","Zwettl, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_otho_d.i/232v-237v","Cotton Otho D.I","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/tarragona/tarragona,_biblioteca_publica_del_estado/55_(olim_126)/50r-58v","55 (olim 126)","Tarragona, Biblioteca publica del Estado"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/banco_rari_50_(ii.ii.327)_«zibaldone_magliabechiano»/xii_+_247_+_ii'","Banco rari 50 (II.II.327) «Zibaldone Magliabechiano»","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2584/118r-126v","lat. 2584","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/__oxford,_all_souls_college/12/179-180","12","  Oxford, All Souls College"
"https://imagoarchive.it/ontology/resources/manuscript/wolfenbüttel/herzog_august_bibliothek/weiss._40_(4124)/57v-73v","Weiss. 40 (4124)","Herzog August Bibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/sloane_289/84r-84v","Sloane 289","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/verona/biblioteca_capitolare_di_verona/cccxvii/24v-26v","CCCXVII","Biblioteca capitolare di Verona"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/barb._lat._809/49r-63v","Barb. lat. 809","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/12825/76v-113v","12825","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/cappon._35/1r-155v","Cappon. 35","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add_ms_37512/1r-74v","Add MS 37512","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/ii.ii.405/all","II.II.405","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/lucca/biblioteca_capitolare_feliniana/496/4r-106v","496","Biblioteca Capitolare Feliniana"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_359/126r-216r","Harley 359","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_188/1r-345v","Clm 188","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/barcellona/barcelona,_biblioteca_de_catalunya/490/76r-80v","490","Barcelona, Biblioteca de Catalunya"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/lawn,_medievale_and_renaissance_mss.,_18/9/un_solo_foglio_membranaceo_[s.n.]_inserito_all’interno_di_un_codice_collettaneo","Lawn, Medievale and Renaissance MSS., 18/9","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._3851_/ff._44v-50","Vat. Lat. 3851 ","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/ms._9783/all","Ms. 9783","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/407/69r-91r","407","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_di_stato_di_berlino/lat._oct._32/83r-96v","lat. oct. 32","Biblioteca di Stato di Berlino"
"https://imagoarchive.it/ontology/resources/manuscript/charleville-mézières/bibliothèque_municipale_de_charleville-mézières/190/136v-143v","190","Bibliothèque Municipale de Charleville-Mézières"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/harley_562/22v-28v","Harley 562","British Library"
