"manuscript","signature","library"
"https://imagoarchive.it/ontology/resources/manuscript/porto/porto,_biblioteca_pública_municipal/santa_cruz_de_coimbra_34_(43)/111r-117r","Santa Cruz de Coimbra 34 (43)","Porto, Biblioteca Pública Municipal"
"https://imagoarchive.it/ontology/resources/manuscript/augusta/augsburg_state_and_municipal_library/2°_203/1r-21v","2° 203","Augsburg State and Municipal Library"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/563/_59v-112r","563","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/new_york/pierpont_morgan_library/m_626/133r-134v","M 626","Pierpont Morgan Library"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/magdalene_college/f.4.14_(14)/116v-128r","F.4.14 (14)","Magdalene College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/n.a._lat._1606/_20v-39v","n.a. lat. 1606","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/douai/douai,_bibliothèque_marceline_desbordes-valmore_(olim_bibliothèque_municipale)/836/32r-41r,_41r-v","836","Douai, Bibliothèque Marceline Desbordes-Valmore (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/padova/biblioteca_universitaria_di_padova/1622/160v-168r","1622","biblioteca universitaria di Padova"
"https://imagoarchive.it/ontology/resources/manuscript/porto/porto,_biblioteca_pública_municipal/santa_cruz_de_coimbra_69_(365)/268v-273v","Santa Cruz de Coimbra 69 (365)","Porto, Biblioteca Pública Municipal"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_22248/70v-90r","Clm 22248","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/lipsia/leipzig_university_library/rep._ii._57_2°/214v-219v","Rep. II. 57 2°","Leipzig University Library"
"https://imagoarchive.it/ontology/resources/manuscript/bruxelles/__bruxelles,_kbr_(olim_bibliothèque_royale_«albert_ier»)/7672-74_(3179)/_69v-77v","7672-74 (3179)","  Bruxelles, KBR (olim Bibliothèque Royale «Albert Ier»)"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/lincoln_college/lat._27/187v-206r","lat. 27","Lincoln College"
"https://imagoarchive.it/ontology/resources/manuscript/reims/bibliothèque_municipale_de_reims/419_(e._314)/51r-61v","419 (E. 314)","Bibliothèque municipale de Reims"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._755/249v-253r","lat. 755","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._12597/157r-171v","lat. 12597","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_otho_d._ix/40r-44v","Cotton Otho D. IX","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/épinal/__epinal,_bibliothèque_multimédia_intercommunale_epinal-goldbey_(olim_bibliothèque_municipale)/147_(67)/82v-95v","147 (67)","  Epinal, Bibliothèque Multimédia Intercommunale Epinal-Goldbey (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._5348/10r-25v","lat. 5348","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/admont/__admont,_bibliothek_des_benediktinerstifts/639/80r-94r","639","  Admont, Bibliothek des Benediktinerstifts"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add_ms_19513/164r-188v","Add ms 19513","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/sankt_florian/_sankt_florian,_stiftsbibliothek/xi_216/7r-7v","XI 216"," Sankt Florian, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/verona/biblioteca_capitolare_di_verona/cclix/1r-31r","CCLIX","Biblioteca capitolare di Verona"
"https://imagoarchive.it/ontology/resources/manuscript/siena/biblioteca_comunale_degli_intronati/h.vii.12/21r-36r","H.VII.12","Biblioteca comunale degli Intronati"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_nazionale_centrale_di_firenze/conv._soppr._d.3.34/1-129","Conv. soppr. D.3.34","Biblioteca Nazionale Centrale di Firenze"
"https://imagoarchive.it/ontology/resources/manuscript/roma/biblioteca_casanatense/ms._3876/1r-74v","Ms. 3876","Biblioteca Casanatense"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_app._iv/59r–102r","Cotton App. IV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._712/72r-84r","Reg. lat. 712","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/praga/praga,_knihovna_metropolitní_kapituly_/g.xxviii/63r-75v","G.XXVIII","Praga, Knihovna Metropolitní Kapituly "
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._34762/96r-172v","Add. 34762","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/londra/biblioteca_bodleiana/canon._misc._220_/23-26","Canon. Misc. 220 ","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/new_haven/yale_university_library/marston_17/8r-70r","Marston 17","Yale University Library"
"https://imagoarchive.it/ontology/resources/manuscript/soissons/soissons,_bibliothèque_municipale/127/62r-69v","127","Soissons, Bibliothèque municipale"
"https://imagoarchive.it/ontology/resources/manuscript/gand/biblioteca_dell'università_di_gand/13/54r-60v","13","Biblioteca dell'Università di Gand"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_1607/41r-69v","Clm 1607","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/erfurt/wissenschaftliche_allgemein-bibliothek_der_stadt_erfurt/2°_64_/87v-96r","2° 64 ","Wissenschaftliche Allgemein-Bibliothek der Stadt Erfurt"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/it._xi_67_(7351)/122r-129v","it. XI 67 (7351)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2335/21r-26r","lat. 2335","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/rouen/bibliothèque_jacques_villon/a._214_(469)/169r-173v","A. 214 (469)","Bibliothèque Jacques Villon"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._15219/3r-11r","Add. 15219","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/piacenza/biblioteca_passerini-landi/139/7r-17v","139","biblioteca Passerini-Landi"
"https://imagoarchive.it/ontology/resources/manuscript/zwettl/zwettl,_bibliothek_des_zisterzienserstifts/310/70v-80v","310","Zwettl, Bibliothek des Zisterzienserstifts"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_19149/1-4","Clm 19149","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/périgueux/__périgueux,_archives_départementales_de_la_dordogne/cadouin_172_(21)/120v-123v","Cadouin 172 (21)","  Périgueux, Archives Départementales de la Dordogne"
"https://imagoarchive.it/ontology/resources/manuscript/san_gallo/san_gallo,_stiftsbibliothek/133/602-657","133","San Gallo, Stiftsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._636_a/99r-107v","Vat. Lat. 636 A","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/2432/35r-43v","2432","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/zurigo/biblioteca_centrale_di_zurigo/rh_73/30r-43v","Rh 73","Biblioteca Centrale di Zurigo"
"https://imagoarchive.it/ontology/resources/manuscript/parma/biblioteca_palatina_di_parma/pal._331/45r-67r","Pal. 331","Biblioteca Palatina di Parma"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_vespasian_a._xiv/10v-11v","Cotton Vespasian A. XIV","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/new_haven/università_di_yale/beinecke_rare_book_and_manuscript_library_406/93r-134v","Beinecke Rare Book and Manuscript Library 406","Università di Yale"
"https://imagoarchive.it/ontology/resources/manuscript/cambrai/cambrai,_médiathèque_municipale_(olim_bibliothèque_municipale)/360/153v-157r","360","Cambrai, Médiathèque Municipale (olim Bibliothèque Municipale)"
"https://imagoarchive.it/ontology/resources/manuscript/minneapolis/minneapolis,_university_of_minnesota,_wilson_library,_james_ford_bell_library/james_ford_bell_collection_1424/co_(olim_phillips_6650)/87r-173v","James Ford Bell Collection 1424/Co (olim Phillips 6650)","Minneapolis, University of Minnesota, Wilson Library, James Ford Bell Library"
"https://imagoarchive.it/ontology/resources/manuscript/vienna/biblioteca_nazionale_austriaca/lat._580_/10r-19v","lat. 580 ","Biblioteca Nazionale Austriaca"
"https://imagoarchive.it/ontology/resources/manuscript/košice/košice,_archiv_košickej_arcidiecézy/ms_r_3_33_[=_156]./311v-321v","MS R 3 33 [= 156].","Košice, Archiv Košickej Arcidiecézy"
"https://imagoarchive.it/ontology/resources/manuscript/leida/biblioteca_universitaria_di_leiden/vlf_35/1r-18v","VLF 35","Biblioteca universitaria di Leiden"
"https://imagoarchive.it/ontology/resources/manuscript/düsseldorf/university_and_state_library_düsseldorf/ms._g._12/1r-51v","Ms. G. 12","University and State Library Düsseldorf"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add_ms_15219/12v-19v","Add MS 15219","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/gottinga/göttingen_state_and_university_library/böhmer_13/105r-132v","Böhmer 13","Göttingen State and University Library"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_2826/1r-288v","Clm 2826","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/montpellier/bibliothèque_interuniversitaire_de_montpellier/section_de_médecine_h_142/_68r-69r","Section de Médecine H 142","Bibliothèque interuniversitaire de Montpellier"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/st_john's_college/128/227r-237r","128","St John's College"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/gonville_and_caius_college/162/83/139r-140r","162/83","Gonville and Caius College"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._6755/61r-6v","lat. 6755","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/_harley_3976/all"," Harley 3976","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/milano/biblioteca_ambrosiana/i_152_inf._/94r-98r,_99r-104v","I 152 inf. ","Biblioteca Ambrosiana"
"https://imagoarchive.it/ontology/resources/manuscript/basilea/public_library_of_the_university_of_basel,_collections/n_i_2_nr._12-13/n_i_2_nr._12-13","N I 2 Nr. 12-13","public library of the University of Basel, Collections"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/vat._lat._1895/164r-243r","Vat. lat. 1895","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/venezia/biblioteca_nazionale_marciana/lat._xiv._43_(4226)/73r-96v","lat. XIV. 43 (4226)","Biblioteca nazionale Marciana"
"https://imagoarchive.it/ontology/resources/manuscript/belluno/belluno,_biblioteca_lolliana_gregoriana/39/1r-43v","39","Belluno, Biblioteca Lolliana Gregoriana"
"https://imagoarchive.it/ontology/resources/manuscript/salamanca/biblioteca_general_histórica_(universidad_de_salamanca)/2631/1r-122v","2631","Biblioteca General Histórica (Universidad de Salamanca)"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/add._12213/1r-184r","Add. 12213","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/4305/1r-212v","4305","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/tours/biblioteca_municipale_di_tours/1040/36r-47v","1040","Biblioteca municipale di Tours"
"https://imagoarchive.it/ontology/resources/manuscript/madrid/biblioteca_nazionale_di_spagna/7381/all","7381","Biblioteca nazionale di Spagna"
"https://imagoarchive.it/ontology/resources/manuscript/barcellona/archivio_generale_della_corona_di_aragona/ripoll_99/1r-85r","Ripoll 99","Archivio Generale della Corona di Aragona"
"https://imagoarchive.it/ontology/resources/manuscript/santiago_di_compostela/archivo-biblioteca_de_la_catedral_de_santiago_de_compostela/codex_calixtinus/all","Codex Calixtinus","Archivo-Biblioteca de la Catedral de Santiago de Compostela"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton,_titus_a_xix_/41-43r","Cotton, Titus A XIX ","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/lisbona/biblioteca_nazionale_del_portogallo/alc._334_(cccii)/103v-215v","Alc. 334 (CCCII)","Biblioteca Nazionale del Portogallo"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/_archivio_di_san_pietro_c.128/1r-174v"," Archivio di San Pietro C.128","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/klosterneuburg/klosterneuburg,_bibliothek_des_augustiner_chorherrenstiftes/1066/36r-62r","1066","Klosterneuburg, Bibliothek des Augustiner Chorherrenstiftes"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/cotton_cleopatra_c._x/156v-157r","Cotton Cleopatra C. X","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/charleville-mézières/bibliothèque_municipale_de_charleville-mézières/62/3r-43r","62","Bibliothèque Municipale de Charleville-Mézières"
"https://imagoarchive.it/ontology/resources/manuscript/cambridge/corpus_christi_college/ms._181_(e._8)/321-398","Ms. 181 (E. 8)","Corpus Christi College"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_14.c.xiii/225r-236r","Royal 14.C.XIII","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/besançon/besançon,_bibliothèque_municipale/ms._671/119r-120v","Ms. 671","Besançon, Bibliothèque Municipale"
"https://imagoarchive.it/ontology/resources/manuscript/londra/british_library/royal_13.c.iii/8r-13v","Royal 13.C.III","British Library"
"https://imagoarchive.it/ontology/resources/manuscript/berlino/biblioteca_statale_berlinese_-_patrimonio_culturale_prussiano/lat._qu._711/238r-307r","Lat. Qu. 711","Biblioteca statale berlinese - Patrimonio culturale prussiano"
"https://imagoarchive.it/ontology/resources/manuscript/parigi/bibliothèque_nationale_de_france/lat._2321/135v-143v","lat. 2321","Bibliothèque nationale de France"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_21259/13r-27v","Clm 21259","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/new_college_262,_i_manoscritti,_17_/1ra-56rb","New College 262, I manoscritti, 17 ","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/urb._lat._961/1r-47v","Urb. lat. 961","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/siena/biblioteca_comunale_degli_intronati/k._v_28/1ra-90ra","K. V 28","Biblioteca comunale degli Intronati"
"https://imagoarchive.it/ontology/resources/manuscript/oxford/biblioteca_bodleiana/digby_11_(s.c._1612)/59v-65r","Digby 11 (S.C. 1612)","Biblioteca Bodleiana"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/plut._13.12/1r-100v","Plut. 13.12","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/firenze/biblioteca_medicea_laurenziana/s._marco_476/1r-8v","S. Marco 476","Biblioteca Medicea Laurenziana"
"https://imagoarchive.it/ontology/resources/manuscript/ferrara/biblioteca_comunale_ariostea/ii_177/91ra-133va","II 177","Biblioteca comunale Ariostea"
"https://imagoarchive.it/ontology/resources/manuscript/glasgow/glasgow_university_library/ms_458_(v.6.8)/15r-18r","MS 458 (V.6.8)","Glasgow University Library"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/barb._lat._6525/21r-24r","Barb. lat. 6525","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/monaco_di_baviera/bayerische_staatsbibliothek/clm_6389/1r-14v","clm 6389","Bayerische Staatsbibliothek"
"https://imagoarchive.it/ontology/resources/manuscript/città_del_vaticano/biblioteca_apostolica_vaticana/reg._lat._1370/55r-94v","Reg. Lat. 1370","Biblioteca Apostolica Vaticana"
"https://imagoarchive.it/ontology/resources/manuscript/princeton/princeton_university_library/robert_garrett_collection_71/27r-30r","Robert Garrett Collection 71","Princeton University Library"
